ParticipantID,Order,textureID,IsTraining,Stage,IsPadMoved,MoveX,MoveY,IsPadScaled,ScaleX,ScaleY
-01,1,1,Init,TRUE,TRUE,0.332349359989166,0.775000095367432,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.302105270326138,0.732507228851318,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.261680588126183,0.658062934875488,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.228872857987881,0.566728353500366,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.199566021561623,0.441731929779053,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.171157188713551,0.327776670455933,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.147265926003456,0.216466903686523,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.124454125761986,0.117018222808838,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.105043649673462,0.0280165672302246,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.0885323882102966,-0.039729118347168,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.0744685679674149,-0.109231233596802,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.0616982728242874,-0.155701637268066,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.0508776009082794,-0.199274301528931,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.0394984185695648,-0.24741792678833,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.0278522521257401,-0.281880259513855,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.0180549323558807,-0.302247285842896,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.00773163139820099,-0.328908443450928,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-8.57561826705933E-05,-0.338050127029419,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0207137763500214,-0.426912665367126,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0265726894140244,-0.428510189056396,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0305178314447403,-0.415694236755371,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0352394580841064,-0.40957510471344,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0408375412225723,-0.397505640983582,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0442982316017151,-0.382055997848511,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0482675284147263,-0.370323538780212,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.06024070084095,-0.374981880187988,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0640709400177002,-0.354587316513062,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0647788494825363,-0.331024289131165,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0663399994373322,-0.313706874847412,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0684537887573242,-0.297767281532288,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0684720724821091,-0.276741504669189,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.171063907444477,-0.227158308029175,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0071595311164856,0.0138576030731201,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.013481143862009,0.0224922895431519,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.030944399535656,0.0500767230987549,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0686616748571396,0.120608448982239,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0739646479487419,0.137966156005859,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0774373188614845,0.137832880020142,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0751592963933945,0.12769091129303,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0750331357121468,0.126954078674316,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0736189931631088,0.1216641664505,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.071208581328392,0.112419486045837,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0683739334344864,0.103530764579773,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0630620121955872,0.0902937650680542,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0572470277547836,0.0747178792953491,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0516819059848785,0.0616848468780518,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.0461557507514954,0.0463160276412964,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.0100001096725464,0.129628419876099,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.0971241742372513,0.116105198860168,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.105392545461655,0.0945694446563721,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.114466235041618,0.0774823427200317,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.123660549521446,0.0614551305770874,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.136156141757965,0.0453628301620483,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.148836188018322,0.0315992832183838,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.163611404597759,0.0168911218643188,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.178449017927051,0.00298464298248291,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.19201703928411,-0.00920796394348145,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.2061777561903,-0.0206261873245239,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.269173741340637,-0.0467890501022339,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.271273732185364,-0.0584201812744141,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.267781227827072,-0.0687336921691895,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.272411450743675,-0.0800963640213013,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.278253763914108,-0.0910248756408691,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.281694799661636,-0.0999864339828491,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.28190341591835,-0.100310921669006,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.275778919458389,-0.0954064130783081,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.264613449573517,-0.0842771530151367,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.254147112369537,-0.0753064155578613,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.241272270679474,-0.0699690580368042,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.226752460002899,-0.0647819042205811,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.211967885494232,-0.0636904239654541,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.199168920516968,-0.0600581169128418,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.187072575092316,-0.060094952583313,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.176674008369446,-0.0602562427520752,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.170374572277069,-0.0618414878845215,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.161998748779297,-0.065640926361084,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.156229913234711,-0.0729811191558838,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.153387367725372,-0.0795676708221436,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.147864580154419,-0.086726188659668,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.140229105949402,-0.0893946886062622,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.132823586463928,-0.0923943519592285,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.12447190284729,-0.0962898731231689,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.114200711250305,-0.105081677436829,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.10603928565979,-0.110741376876831,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.0981440544128418,-0.113457560539246,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.0884003639221191,-0.110089659690857,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.0783243179321289,-0.101949214935303,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,0.0640950202941895,-0.0891883373260498,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.112862467765808,-0.0183639526367188,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.133727550506592,-0.00144481658935547,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.147806942462921,0.0124707221984863,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.16659414768219,0.0260521173477173,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.184473514556885,0.0451723337173462,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.200619041919708,0.0640105009078979,FALSE,0,0
-01,1,1,Init,TRUE,TRUE,-0.217176139354706,0.0824955701828003,FALSE,0,0
