ParticipantID,IsTraining,ExperimentOrder,TextureID,Stage,IsTablet,IsController,IsMouse,StartTime,EndTime,Duration
-01,False,1,1,MATCHING,True,False,False,16.90322,297.9147,281.0115
-01,False,1,1,SKETCHING,True,False,False,312.9254,362.2227,49.29739
-01,False,1,1,SKETCHING_REVERTED,True,False,False,372.2369,408.6219,36.38492
